age,bmi,female,injury,footwear,mh_ti_adj_final,mh_ti_adj_imputed_flag,tempo,sprint,typical,mean_vdot,vdot_consistency
19,23.2,0,0,1,88,1,1,1,37.77,53.5,0.9813
